RunTime,ExecutableName
2026-05-01 12:34:39,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:35:33,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:28:53,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:28:53,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:04:47,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:04:47,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 11:03:06,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2026-05-01 10:30:50,MICROSOFTEDGE_X64_147.0.3912.
2026-05-01 11:04:06,MICROSOFTEDGE_X64_147.0.3912.
2026-05-01 10:31:42,MICROSOFTEDGE_X64_147.0.3912.
2026-05-01 11:34:14,MICROSOFTSTARTFEEDPROVIDER.EX
2026-05-01 11:34:09,MICROSOFTSTARTFEEDPROVIDER.EX
2026-05-01 11:00:37,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:59:54,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:54:49,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:47:47,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:33:37,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:33:22,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 10:30:42,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MONOTIFICATIONUX.EXE
2026-05-01 12:47:37,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 12:04:02,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:41:50,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:38:30,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:33:22,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:31:04,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:28:54,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 11:14:28,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE
2026-05-01 10:30:52,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE
2026-05-01 11:37:08,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:07,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:03,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:03,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:02,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:02,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:37:02,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:36:58,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:14,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:14,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:10,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:09,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:06,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:06,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:06,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:38:05,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\MSCORSVW.EXE
2026-05-01 11:01:47,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSDTC.EXE
2026-05-01 10:59:31,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 10:59:32,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:07:42,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:05:05,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:01:31,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:34,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:05:57,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:05:57,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:22,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:19,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:19,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:01:33,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:00:30,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:59,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:01:21,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2026-05-01 11:03:29,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 10:59:49,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 10:59:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:03:33,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:00:13,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 10:59:37,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 10:59:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:29:05,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:05:30,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:01:49,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:07:49,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:07:06,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:06:28,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:05:23,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:04:58,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:04:42,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:01:52,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\147.0.3912.98\MSEDGEWEBVIEW2.EXE
2026-05-01 11:01:12,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2026-05-01 11:01:19,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2026-05-01 11:01:04,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2026-05-01 11:01:24,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSWOW64\MSIEXEC.EXE
2026-05-01 10:59:55,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.PAINT_11.2412.295.0_X64__8WEKYB3D8BBWE\PAINTAPP\MSPAINT.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:38:27,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2026-05-01 11:36:56,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGENTASK.EXE
2026-05-01 11:36:56,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGENTASK.EXE
2026-05-01 12:32:54,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWS DEFENDER\NISSRV.EXE
2026-05-01 10:54:31,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWS DEFENDER\NISSRV.EXE
2026-05-01 10:51:23,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWS DEFENDER\NISSRV.EXE
2026-05-01 12:22:46,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:18:26,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:16:57,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:16:57,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:11:14,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:09:29,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:06:44,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 12:03:20,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSNOTEPAD_11.2512.29.0_X64__8WEKYB3D8BBWE\NOTEPAD\NOTEPAD.EXE
2026-05-01 11:14:56,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.OUTLOOKFORWINDOWS_1.2026.420.300_X64__8WEKYB3D8BBWE\OLKFULLTRUSTEXECUTOR.EXE
2026-05-01 12:33:08,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2026-05-01 11:27:23,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2026-05-01 11:04:08,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2026-05-01 11:01:43,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2026-05-01 11:01:07,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\ONEDRIVESETUP.EXE
2026-05-01 11:00:51,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\ONEDRIVESETUP.EXE
2026-05-01 12:20:20,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\OPENWITH.EXE
2026-05-01 12:16:54,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\OPENWITH.EXE
2026-05-01 12:03:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\OPENWITH.EXE
2026-05-01 12:37:48,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\WINDOWSPOWERSHELL\V1.0\POWERSHELL.EXE
2026-05-01 11:43:22,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\WINDOWSPOWERSHELL\V1.0\POWERSHELL.EXE
2026-05-01 11:06:28,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\WINDOWSPOWERSHELL\V1.0\POWERSHELL.EXE
2026-05-01 12:22:22,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHONMANAGER_26.1.240.0_X64__QBZ5N2KFRA8P0\PYSHELLEXT.EXE
2026-05-01 12:18:24,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHONMANAGER_26.1.240.0_X64__QBZ5N2KFRA8P0\PYSHELLEXT.EXE
2026-05-01 12:16:52,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHONMANAGER_26.1.240.0_X64__QBZ5N2KFRA8P0\PYSHELLEXT.EXE
2026-05-01 12:18:50,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\PYTHON\PYTHONCORE-3.14-64\PYTHON.EXE
2026-05-01 12:18:18,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\PYTHON\PYTHONCORE-3.14-64\PYTHON.EXE
2026-05-01 12:16:14,\VOLUME{01dcd95ccfce9a9e-fccfd489}\USERS\D3VUCCI\APPDATA\LOCAL\PYTHON\PYTHONCORE-3.14-64\PYTHON.EXE
2026-05-01 12:18:50,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHONMANAGER_26.1.240.0_X64__QBZ5N2KFRA8P0\PYTHON3.EXE
2026-05-01 12:18:18,\VOLUME{01dcd95ccfce9a9e-fccfd489}\PROGRAM FILES\WINDOWSAPPS\PYTHONSOFTWAREFOUNDATION.PYTHONMANAGER_26.1.240.0_X64__QBZ5N2KFRA8P0\PYTHON3.EXE
2026-05-01 11:12:47,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 11:12:39,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 11:12:28,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 11:12:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 11:11:33,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 10:52:30,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REG.EXE
2026-05-01 10:53:35,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSWOW64\REGSVR32.EXE
2026-05-01 10:31:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSWOW64\REGSVR32.EXE
2026-05-01 10:31:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSWOW64\REGSVR32.EXE
2026-05-01 10:53:35,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REGSVR32.EXE
2026-05-01 10:31:17,\VOLUME{01dcd95ccfce9a9e-fccfd489}\WINDOWS\SYSTEM32\REGSVR32.EXE
